"cff = 2, order = 2, 2024-03-08 15:01:25.830034"
E,FWHM,Bandwidth,Flux,Intensity,Intensity_dict,Height_dict
1101,0.4717174272991542,0.0008552173920123313,71057497274.04597,2506.5240579812807,"{'OE1': 39029.8709106469, 'OE2': 39029.8709106469, 'OE3': 24291.426459060545, 'OE4': 18264.553312646454, 'OE5': 18264.553312646454, 'OE6': 14766.569001894746, 'OE7': 3920.6519038579727, 'OE8': 3176.5911350282895, 'OE9': 2506.5240579812807}","{'OE1': 9.462511535827916, 'OE2': 6.414642415992077, 'OE3': 6.414673308548707, 'OE4': 9.604600691275387, 'OE5': 9.604600691275387, 'OE6': 0.22633546498490753, 'OE7': 6.036411621315315, 'OE8': 2.360808602352781, 'OE9': 0.0506831220897553}"
1151,0.4753500460140003,0.0008515230965966128,79101813975.17293,2551.565278079378,"{'OE1': 39143.99686816907, 'OE2': 39143.99686816907, 'OE3': 24525.502567459127, 'OE4': 18069.86984543931, 'OE5': 18069.86984543931, 'OE6': 14641.367503907135, 'OE7': 3977.2897986611706, 'OE8': 3229.950600032327, 'OE9': 2551.565278079378}","{'OE1': 9.41402572271434, 'OE2': 6.412082719707811, 'OE3': 6.412000188652179, 'OE4': 9.393061296929297, 'OE5': 9.393061296929297, 'OE6': 0.2265116781303148, 'OE7': 6.115396876577796, 'OE8': 2.2967678998856007, 'OE9': 0.05006263884471496}"
1201,0.5274099391415348,0.0008777226550249586,86709728053.88895,2494.4161399179798,"{'OE1': 39174.24705433295, 'OE2': 39174.24705433295, 'OE3': 24704.366144907297, 'OE4': 17899.434574780935, 'OE5': 17899.434574780935, 'OE6': 14525.32228248599, 'OE7': 3874.1537168916184, 'OE8': 3150.649434694133, 'OE9': 2494.4161399179798}","{'OE1': 9.410350409117282, 'OE2': 6.399201374098631, 'OE3': 6.399228764788752, 'OE4': 9.193783189640497, 'OE5': 9.193783189640497, 'OE6': 0.21209844842552095, 'OE7': 5.789466697624453, 'OE8': 2.306941672338085, 'OE9': 0.05018329858803838}"
1251,0.5588118968125855,0.0008976693047018363,94785891259.83344,2486.640383679211,"{'OE1': 39247.457290018996, 'OE2': 39247.45729001899, 'OE3': 24828.40745057171, 'OE4': 17681.61711543128, 'OE5': 17681.61711543128, 'OE6': 14364.456576579023, 'OE7': 3851.9945858673327, 'OE8': 3137.1060823678304, 'OE9': 2486.640383679211}","{'OE1': 9.392868629287953, 'OE2': 6.2844988033918, 'OE3': 6.284488100833399, 'OE4': 9.010167183091447, 'OE5': 9.010167183091447, 'OE6': 0.22010148754658576, 'OE7': 5.880117439930434, 'OE8': 2.2608252284246704, 'OE9': 0.052570758115682986}"
1301,0.5852088117724179,0.000872312962236203,103161000711.12572,2635.813191365341,"{'OE1': 39293.44843054997, 'OE2': 39293.44843054997, 'OE3': 24875.064585892505, 'OE4': 17433.106974315186, 'OE5': 17433.106974315186, 'OE6': 14194.042724490322, 'OE7': 4073.8666898390493, 'OE8': 3322.523649281818, 'OE9': 2635.813191365341}","{'OE1': 9.377203892368335, 'OE2': 6.278656729652319, 'OE3': 6.278624381478337, 'OE4': 8.836099829811351, 'OE5': 8.836099829811351, 'OE6': 0.2160886187586742, 'OE7': 6.054294680426899, 'OE8': 2.2208832176472777, 'OE9': 0.050178121213748345}"
1351,0.6549171918559296,0.0009496822256791573,108945629200.17033,2436.9784065402805,"{'OE1': 39260.972938024745, 'OE2': 39260.972938024745, 'OE3': 24865.18944366769, 'OE4': 17132.15923470998, 'OE5': 17132.15923470998, 'OE6': 13950.577285604419, 'OE7': 3756.2988774296755, 'OE8': 3065.7516170655963, 'OE9': 2436.9784065402805}","{'OE1': 9.390478348040398, 'OE2': 6.281489480701065, 'OE3': 6.281528095561539, 'OE4': 8.670941382611957, 'OE5': 8.670941382611957, 'OE6': 0.23195204854343732, 'OE7': 6.071364754181163, 'OE8': 2.184327270540604, 'OE9': 0.05020911612600101}"
1401,0.6820983354509735,0.0009305381411472935,111889591761.54967,2466.6860077845677,"{'OE1': 39283.57590226548, 'OE2': 39283.57590226548, 'OE3': 24883.080886562053, 'OE4': 16863.047673764, 'OE5': 16863.047673764, 'OE6': 13745.572474350989, 'OE7': 3801.181796976263, 'OE8': 3103.9471338290105, 'OE9': 2466.6860077845677}","{'OE1': 9.483810712977201, 'OE2': 6.2754590482933565, 'OE3': 6.275394502596456, 'OE4': 8.513840143731837, 'OE5': 8.513840143731837, 'OE6': 0.22514355228515082, 'OE7': 6.141209211025455, 'OE8': 2.087415575983896, 'OE9': 0.048850253710260166}"
1451,0.7123503150569377,0.0009446988181603745,113094417615.23373,2416.22291288771,"{'OE1': 39308.44790959579, 'OE2': 39308.44790959578, 'OE3': 24895.094180076918, 'OE4': 16644.469360074792, 'OE5': 16644.469360074792, 'OE6': 13570.229857259339, 'OE7': 3723.7127592449883, 'OE8': 3042.04912161307, 'OE9': 2416.22291288771}","{'OE1': 9.429612566274487, 'OE2': 6.27639149766787, 'OE3': 6.276376861202109, 'OE4': 8.366531358621758, 'OE5': 8.366531358621758, 'OE6': 0.21844433637192573, 'OE7': 5.6856312688227355, 'OE8': 2.049349601002356, 'OE9': 0.05496825818947393}"
1501,0.7437280739386551,0.0009247245462144125,114489049911.4779,2475.194663434959,"{'OE1': 39306.2485524326, 'OE2': 39306.2485524326, 'OE3': 24883.431441723165, 'OE4': 16410.70506226204, 'OE5': 16410.70506226204, 'OE6': 13382.537711330398, 'OE7': 3812.8647024111715, 'OE8': 3116.124978366798, 'OE9': 2475.194663434959}","{'OE1': 9.399510265474618, 'OE2': 6.277521127015459, 'OE3': 6.277566615030892, 'OE4': 8.227652441142986, 'OE5': 8.227652441142986, 'OE6': 0.21993602224421527, 'OE7': 6.069856601886938, 'OE8': 2.017674296906587, 'OE9': 0.05410840863479857}"
1551,0.7767603701740882,0.0009870174509367861,117939678456.86761,2361.3017344548575,"{'OE1': 39346.42497017397, 'OE2': 39346.42497017397, 'OE3': 24805.203931493288, 'OE4': 16163.328815925594, 'OE5': 16163.328815925594, 'OE6': 13194.964795492919, 'OE7': 3629.2534390720066, 'OE8': 2968.673752742113, 'OE9': 2361.3017344548575}","{'OE1': 9.398988448171531, 'OE2': 6.2739102494373, 'OE3': 6.273996469941984, 'OE4': 8.091776162621983, 'OE5': 8.091776162621983, 'OE6': 0.23033202821926002, 'OE7': 6.142892403044174, 'OE8': 1.9859738809347567, 'OE9': 0.05198405282006956}"
1601,0.8017756649485364,0.0010058481978664237,116221350027.84647,2304.2703094467333,"{'OE1': 39331.5841732535, 'OE2': 39331.5841732535, 'OE3': 24666.824221660427, 'OE4': 15901.730541007148, 'OE5': 15901.730541007148, 'OE6': 12989.081481440455, 'OE7': 3547.6991932243063, 'OE8': 2902.735324019039, 'OE9': 2304.2703094467333}","{'OE1': 9.461612438741241, 'OE2': 6.278365051152955, 'OE3': 6.278428716950129, 'OE4': 7.965329193516865, 'OE5': 7.965329193516865, 'OE6': 0.21461706987603119, 'OE7': 5.672952482969142, 'OE8': 1.9932908719749913, 'OE9': 0.051416769195729226}"
1651,0.8478503713581631,0.0009912317233093117,114532990395.53027,2331.4885089619997,"{'OE1': 39320.08130160988, 'OE2': 39320.08130160987, 'OE3': 24513.809842102735, 'OE4': 15596.488753553544, 'OE5': 15596.488753553544, 'OE6': 12734.952250888997, 'OE7': 3585.183836040651, 'OE8': 2933.8687779882052, 'OE9': 2331.4885089619997}","{'OE1': 9.439326298375423, 'OE2': 6.274674404564949, 'OE3': 6.274718643592056, 'OE4': 7.843797882610339, 'OE5': 7.843797882610339, 'OE6': 0.21891834133158705, 'OE7': 6.155215580742572, 'OE8': 1.9176576516749044, 'OE9': 0.05070079281869373}"
1701,0.8363134996761801,0.0010863144827313565,111421609250.11182,2094.491311185276,"{'OE1': 39310.787643500764, 'OE2': 39310.787643500764, 'OE3': 24344.1490018448, 'OE4': 15327.922027307388, 'OE5': 15327.922027307388, 'OE6': 12520.210839587771, 'OE7': 3221.3432122648883, 'OE8': 2636.249546284049, 'OE9': 2094.491311185276}","{'OE1': 9.47308161720198, 'OE2': 6.275664887147864, 'OE3': 6.275586727349856, 'OE4': 7.72835757191616, 'OE5': 7.72835757191616, 'OE6': 0.2280281437980463, 'OE7': 5.753520202978671, 'OE8': 1.8994133148012269, 'OE9': 0.042553747309505285}"
1751,0.939636520492968,0.001082120592402393,111275084656.5445,2138.61303663615,"{'OE1': 39276.353959315864, 'OE2': 39276.353959315864, 'OE3': 24103.85780799669, 'OE4': 15015.974511474196, 'OE5': 15015.974511474196, 'OE6': 12267.891608336267, 'OE7': 3291.842150905617, 'OE8': 2693.744160506224, 'OE9': 2138.61303663615}","{'OE1': 9.401313325579972, 'OE2': 6.264971442148049, 'OE3': 6.264934446472003, 'OE4': 7.616073995795743, 'OE5': 7.616073995795743, 'OE6': 0.21890536537575267, 'OE7': 6.12113051676223, 'OE8': 1.8747956414947535, 'OE9': 0.05649987070926332}"
1801,0.9848113799152998,0.0010293302515806144,104726065610.8756,2188.1045082878286,"{'OE1': 39237.66651229756, 'OE2': 39237.66651229756, 'OE3': 23642.93752863399, 'OE4': 14585.103974201667, 'OE5': 14585.103974201667, 'OE6': 11909.559983275463, 'OE7': 3373.0446498302217, 'OE8': 2759.6397013113683, 'OE9': 2188.1045082878286}","{'OE1': 9.369887723505498, 'OE2': 6.276657875302929, 'OE3': 6.276599596766027, 'OE4': 7.509363955274246, 'OE5': 7.509363955274246, 'OE6': 0.22686976907493023, 'OE7': 6.06329673656224, 'OE8': 1.8483553960122827, 'OE9': 0.05478560111052193}"
1851,1.024505530376473,0.0010812894114566264,98478553991.28423,2033.4931920723773,"{'OE1': 39142.007260300474, 'OE2': 39142.007260300474, 'OE3': 23101.076723826154, 'OE4': 14147.13623147245, 'OE5': 14147.13623147245, 'OE6': 11540.87145401627, 'OE7': 3143.232550476948, 'OE8': 2569.6394363591817, 'OE9': 2033.4931920723773}","{'OE1': 9.448093783297002, 'OE2': 6.264583404424952, 'OE3': 6.264659208245534, 'OE4': 7.4091495213331315, 'OE5': 7.4091495213331315, 'OE6': 0.22420857979659065, 'OE7': 5.691887667916758, 'OE8': 1.8276268797076878, 'OE9': 0.052047313086286406}"
1901,1.0730457229828971,0.0011081667346315752,91149303768.83498,1954.6517884366144,"{'OE1': 39103.14783788419, 'OE2': 39103.14783788419, 'OE3': 22540.333557626353, 'OE4': 13646.216209489932, 'OE5': 13646.216209489932, 'OE6': 11129.05922088202, 'OE7': 3030.596057282253, 'OE8': 2475.1850160873064, 'OE9': 1954.6517884366144}","{'OE1': 9.469474611278747, 'OE2': 6.2796855281101855, 'OE3': 6.279692019271456, 'OE4': 7.311592025685531, 'OE5': 7.311592025685531, 'OE6': 0.21533975627347635, 'OE7': 6.196945762409531, 'OE8': 1.7916994957752337, 'OE9': 0.05425927964817423}"
1951,1.0471547650424782,0.0010958226640444863,79164210576.97424,1850.5604615454513,"{'OE1': 39024.23607015298, 'OE2': 39024.23607015298, 'OE3': 21546.478991760687, 'OE4': 12954.650222266706, 'OE5': 12954.650222266706, 'OE6': 10547.63523630548, 'OE7': 2879.2542640760303, 'OE8': 2348.9593318740367, 'OE9': 1850.5604615454513}","{'OE1': 9.405695229960871, 'OE2': 6.279754979666428, 'OE3': 6.279712618776946, 'OE4': 7.216825999072755, 'OE5': 7.216825999072755, 'OE6': 0.22638621974358508, 'OE7': 5.748911204456958, 'OE8': 1.7561534078984313, 'OE9': 0.05283847169273266}"
2001,1.1431568370599052,0.001146107553768138,66705384513.6652,1676.1372664212854,"{'OE1': 38935.87004611664, 'OE2': 38935.87004611664, 'OE3': 20184.671262251082, 'OE4': 12014.971854967287, 'OE5': 12014.971854967287, 'OE6': 9769.599623114213, 'OE7': 2613.956811169735, 'OE8': 2129.805170563772, 'OE9': 1676.1372664212854}","{'OE1': 9.41664407470751, 'OE2': 6.277569451602082, 'OE3': 6.277568058364068, 'OE4': 7.125372430610675, 'OE5': 7.125372430610675, 'OE6': 0.2337240228450721, 'OE7': 5.80237359122907, 'OE8': 1.8004770590459618, 'OE9': 0.04863689417847758}"
2051,1.149499857583578,0.0010937414651762784,49289790754.51515,1525.8337380827033,"{'OE1': 38823.55013002797, 'OE2': 38823.55013002797, 'OE3': 17694.90451604624, 'OE4': 10414.21074345882, 'OE5': 10414.21074345882, 'OE6': 8461.203234992137, 'OE7': 2389.9789576749226, 'OE8': 1945.2509539193234, 'OE9': 1525.8337380827033}","{'OE1': 9.424411647088801, 'OE2': 6.268074721568967, 'OE3': 6.268079451838627, 'OE4': 7.037808024500821, 'OE5': 7.037808024500821, 'OE6': 0.23339407608291923, 'OE7': 5.694970690787538, 'OE8': 1.7515577057057512, 'OE9': 0.05030434839000386}"
2101,1.217139278135619,0.0011270894897597676,26042804990.85911,980.3002803380441,"{'OE1': 38738.17754370824, 'OE2': 38738.17754370824, 'OE3': 11678.883028537903, 'OE4': 6839.104952287625, 'OE5': 6839.104952287625, 'OE6': 5547.916450420996, 'OE7': 1542.443894911565, 'OE8': 1253.8417790334988, 'OE9': 980.3002803380441}","{'OE1': 9.38483139960393, 'OE2': 6.281609002329356, 'OE3': 6.281666485162161, 'OE4': 6.953705640551259, 'OE5': 6.953705640551259, 'OE6': 0.2180092380618881, 'OE7': 6.052126698540928, 'OE8': 1.7425681318750768, 'OE9': 0.05049110064775918}"
2151,1.2193993261998912,0.0011434356897795912,12050425137.59694,620.2163764555928,"{'OE1': 38594.522035569076, 'OE2': 38594.522035569076, 'OE3': 7538.657323054162, 'OE4': 4383.816062317819, 'OE5': 4383.816062317819, 'OE6': 3549.9678493389238, 'OE7': 981.9794891672818, 'OE8': 796.5759751142332, 'OE9': 620.2163764555928}","{'OE1': 9.432519493866646, 'OE2': 6.281847426657647, 'OE3': 6.281955480144623, 'OE4': 6.8703995040463255, 'OE5': 6.8703995040463255, 'OE6': 0.22016305237603506, 'OE7': 5.704330063672386, 'OE8': 1.7205920707055677, 'OE9': 0.046669417110672504}"
2201,1.2858313920096407,0.001209109804871946,7387845121.872785,590.1959512946491,"{'OE1': 38430.16075929142, 'OE2': 38430.16075929142, 'OE3': 7461.677719117061, 'OE4': 4320.194312402019, 'OE5': 4320.194312402019, 'OE6': 3490.2264759243767, 'OE7': 939.4335088213089, 'OE8': 760.2756341459719, 'OE9': 590.1959512946491}","{'OE1': 9.377840068410242, 'OE2': 6.27502014610708, 'OE3': 6.275023539733031, 'OE4': 6.794157280515365, 'OE5': 6.794157280515365, 'OE6': 0.21492739569863611, 'OE7': 6.093834406663868, 'OE8': 1.676678840673765, 'OE9': 0.04997544729824131}"
